Fenology	Rmax	M	Gamma	GenTime	MutRate	alpha	P	Kpftfactor	randomTrend	islandSide	Growth	Mrecruit	Germ	Mseed	Annual	Mass	Lineage	MotherspID	optimalAltitude	MassSeedling	MassSeed	KpftfactorSeedling	generalist	verticalgeneralist	speciesType	yearOfSpec
16249	4.75929	0.166575	-0.102	0.723	3.17286e-014	0.02101	0.86	0.00044835	0.58	4	0.167482	0.167482	0.295284	0.295284	1	950	386	0	3	190	0.066106	0.000112088	3	2	0	0
2087	0.658006	0.0230302	-0.315	0.79	4.38671e-015	0.02001	0.81	0.341427	0.15	1	0.0231556	0.0231556	0.161597	0.161597	0	2.6e+006	387	0	3	520000	0.736998	0.0853567	2	7	0	0
9286	1.66788	0.0583759	-0.617	0.461	1.11192e-014	0.00601	0.92	0.00917611	0.29	1	0.0586937	0.0586937	0.12075	0.12075	0	88000	388	0	2	17600	3.303	0.00229403	2	5	0	0
28352	5.79809	0.202933	519	0.727	3.86539e-014	0.00801	0.5	0.000413039	0.71	3	0.204038	0.204038	0.354244	0.354244	1	840	389	0	1	168	0.0621611	0.00010326	1	4	0	0
11291	1.86741	0.0653593	144	0.961	1.24494e-014	0.04801	0.47	0.00678905	0.05	4	0.0657151	0.0657151	0.0988617	0.0988617	0	56000	390	0	2	11200	7.35095	0.00169726	4	1	0	0
13485	0.520194	0.0182068	-0.375	0.534	3.46796e-015	0.01701	0.83	0.946467	0.63	4	0.0183059	0.0183059	0.353796	0.353796	0	9.3e+006	391	0	2	1.86e+006	0.0448169	0.236617	1	5	0	0
3781	2.24482	0.0785686	-0.364	0.372	1.49654e-014	0.01301	0.56	0.00646181	0.21	4	0.0789963	0.0789963	0.229702	0.229702	0	52000	392	0	0	10400	0.489081	0.00161545	3	6	0	0
14067	0.685125	0.0239794	-0.604	0.59	4.5675e-015	0.04201	0.61	0.132981	0.35	4	0.0241099	0.0241099	0.142001	0.142001	0	800000	393	0	6	160000	0.447012	0.0332453	1	1	0	0
29405	2.79383	0.0977842	-0.719	0.412	1.86256e-014	0.03701	0.96	0.00185552	0.33	3	0.0983165	0.0983165	0.22624	0.22624	0	8000	394	0	3	1600	0.191833	0.000463881	2	3	0	0
14019	0.536538	0.0187788	-0.093	0.947	3.57692e-015	0.03401	0.75	0.501093	0.78	2	0.0188811	0.0188811	0.0901004	0.0901004	0	4.2e+006	395	0	4	840000	5.44572	0.125273	1	5	0	0
928	7.93053	0.277568	472	0.639	5.28702e-014	0.04901	0.61	0.000179191	0.8	3	0.27908	0.27908	0.414297	0.414297	1	240	396	0	1	48	0.0332265	4.47977e-005	3	4	0	0
10662	0.503866	0.0176353	-0.266	0.257	3.3591e-015	0.01401	0.93	0.61268	0.57	2	0.0177313	0.0177313	0.18144	0.18144	0	5.4e+006	397	0	4	1.08e+006	0.331155	0.15317	2	7	0	0
2967	0.520732	0.0182256	-0.33	0.749	3.47154e-015	0.02701	0.81	0.24304	0.74	1	0.0183248	0.0183248	0.194398	0.194398	0	1.7e+006	398	0	7	340000	0.0902501	0.06076	4	2	0	0
22012	5.21602	0.182561	-0.694	0.835	3.47735e-014	0.03301	0.39	0.000438862	0.29	3	0.183555	0.183555	0.322326	0.322326	0	920	399	0	2	184	0.0650538	0.000109715	3	1	0	0
31173	0.408985	0.0143145	99	0.278	2.72657e-015	0.03001	0.73	0.693093	0.51	4	0.0143924	0.0143924	0.135075	0.135075	0	6.3e+006	400	0	6	1.26e+006	0.545982	0.173273	2	7	0	0
9739	5.24476	0.183567	-0.148	0.907	3.49651e-014	0.02801	0.56	0.000432479	0.34	4	0.184566	0.184566	0.323213	0.323213	0	900	401	0	2	180	0.0643428	0.00010812	4	6	0	0
12381	0.352456	0.012336	-0.811	0.266	2.34971e-015	0.01201	0.92	0.847436	0.56	4	0.0124031	0.0124031	0.0529797	0.0529797	0	8.1e+006	402	0	7	1.62e+006	16.3598	0.211859	3	2	0	0
19611	1.31871	0.0461549	-0.156	0.925	8.79142e-015	0.04001	0.7	0.00875417	0.8	4	0.0464062	0.0464062	0.0712481	0.0712481	0	82000	403	0	5	16400	9.92275	0.00218854	4	5	0	0
4234	5.38254	0.188389	-0.427	0.411	3.58836e-014	0.02101	0.68	0.00016393	0.17	4	0.189415	0.189415	0.276534	0.276534	1	210	404	0	6	42	0.0310805	4.09825e-005	3	6	0	0
18360	0.651827	0.0228139	-0.203	0.505	4.34551e-015	0.01201	0.54	0.351892	0.42	4	0.0229381	0.0229381	0.0744485	0.0744485	0	2.7e+006	405	0	3	540000	16.3598	0.0879731	4	3	0	0
6005	9.49369	0.332279	-0.849	0.666	6.32913e-014	0.00101	0.64	7.11184e-005	0.99	4	0.334088	0.334088	0.417049	0.417049	1	60	406	0	3	12	0.0166132	1.77796e-005	4	3	0	0
667	0.617107	0.0215987	-0.926	0.779	4.11404e-015	0.00201	0.64	0.320249	0.35	2	0.0217163	0.0217163	0.435252	0.435252	0	2.4e+006	407	0	4	480000	0.01	0.0800623	2	7	0	0
15462	1.68824	0.0590885	-0.072	0.797	1.1255e-014	0.03401	0.76	0.00710857	0.32	3	0.0594102	0.0594102	0.192502	0.192502	0	60000	408	0	3	12000	0.365982	0.00177714	2	2	0	0
14382	2.06883	0.072409	-0.606	0.578	1.37922e-014	0.03301	0.81	0.00330281	0.43	2	0.0728032	0.0728032	0.18666	0.18666	0	19000	409	0	4	3800	0.295635	0.000825703	4	1	0	0
747	1.67707	0.0586973	-0.669	0.65	1.11804e-014	0.03501	0.53	0.00578086	0.83	3	0.0590168	0.0590168	0.16806	0.16806	0	44000	410	0	4	8800	0.449889	0.00144521	3	7	0	0
26347	0.968632	0.0339021	-0.063	0.808	6.45755e-015	0.02401	0.39	0.219883	0.86	3	0.0340867	0.0340867	0.207321	0.207321	0	1.5e+006	411	0	0	300000	0.736998	0.0549708	3	3	0	0
402	6.76622	0.236818	424	0.944	4.51082e-014	0.01801	0.77	0.000340963	0.81	2	0.238107	0.238107	0.398792	0.398792	1	630	412	0	0	126	0.0538331	8.52407e-005	1	4	0	0
21918	0.407378	0.0142582	-0.517	0.885	2.71585e-015	0.04101	0.73	0.70188	0.49	2	0.0143358	0.0143358	0.128487	0.128487	0	6.4e+006	413	0	6	1.28e+006	0.666863	0.17547	1	2	0	0
23214	4.62919	0.162022	-0.363	0.723	3.08613e-014	0.04701	0.77	0.000307667	0.03	2	0.162904	0.162904	0.267632	0.267632	1	540	414	0	5	108	0.0498397	7.69166e-005	4	1	0	0
31371	1.38717	0.0485511	76	0.302	9.24783e-015	0.01301	0.69	0.00958857	0.62	3	0.0488154	0.0488154	0.277529	0.277529	0	94000	415	0	4	18800	0.0604965	0.00239714	1	1	0	0
30081	0.938792	0.0328577	-0.105	0.403	6.25861e-015	0.00801	0.68	0.24304	0.38	4	0.0330366	0.0330366	0.0842903	0.0842903	0	1.7e+006	416	0	0	340000	26.9728	0.06076	3	2	0	0
15491	8.39728	0.293905	-0.67	0.797	5.59819e-014	0.02801	0.83	7.8815e-005	0.6	4	0.295505	0.295505	0.376061	0.376061	1	70	417	0	4	14	0.0179444	1.97038e-005	2	3	0	0
2054	1.36588	0.0478059	731	0.808	9.10588e-015	0.03301	0.54	0.0251953	0.3	4	0.0480661	0.0480661	0.0651	0.0651	0	100000	418	0	4	20000	19.982	0.00629882	3	2	0	0
27205	0.79534	0.0278369	605	0.686	5.30227e-015	0.00101	0.49	0.413171	0.47	2	0.0279885	0.0279885	0.187592	0.187592	0	3.3e+006	419	0	0	660000	1.09947	0.103293	4	4	0	0
813	2.14556	0.0750947	-0.878	0.454	1.43037e-014	0.02901	0.44	0.00375141	0.9	3	0.0755035	0.0755035	0.198262	0.198262	0	23000	420	0	3	4600	0.325269	0.000937852	3	6	0	0
8528	2.38224	0.0833784	-0.306	0.847	1.58816e-014	0.03601	0.85	0.00551504	0.02	3	0.0838323	0.0838323	0.236628	0.236628	0	41000	421	0	0	8200	0.434281	0.00137876	4	2	0	0
17684	2.35404	0.0823915	-0.183	0.557	1.56936e-014	0.03701	0.37	0.00569294	0.74	1	0.0828401	0.0828401	0.235224	0.235224	0	43000	422	0	0	8600	0.444747	0.00142324	3	6	0	0
27482	2.37173	0.0830105	-0.879	0.693	1.58115e-014	0.00601	0.83	0.00229435	0.51	3	0.0834624	0.0834624	0.199858	0.199858	0	11000	423	0	4	2200	0.224944	0.000573587	3	4	0	0
5965	1.75369	0.0613792	-0.516	0.304	1.16913e-014	0.02901	0.69	0.00802721	0.43	3	0.0617133	0.0617133	0.514771	0.514771	0	72000	424	0	2	14400	0.01	0.0020068	2	1	0	0
5057	5.03866	0.176353	888	0.715	3.3591e-014	0.03301	0.8	0.000307667	0.19	3	0.177313	0.177313	0.291304	0.291304	1	540	425	0	4	108	0.0498397	7.69166e-005	1	4	0	0
28785	7.63072	0.267075	-0.013	0.232	5.08714e-014	0.02101	0.89	0.000198583	0.11	4	0.268529	0.268529	0.40639	0.40639	1	280	426	0	1	56	0.0358887	4.96458e-005	4	1	0	0
4800	0.44984	0.0157444	-0.186	0.298	2.99894e-015	0.03301	0.97	0.880753	0.17	1	0.0158301	0.0158301	0.11862	0.11862	0	8.5e+006	427	0	4	1.7e+006	1.81272	0.220188	3	5	0	0
3906	0.506452	0.0177258	-0.196	0.994	3.37634e-015	0.04701	0.61	0.265657	0.09	4	0.0178223	0.0178223	0.109389	0.109389	0	1.9e+006	428	0	7	380000	0.900171	0.0664143	4	1	0	0
3199	6.02452	0.210858	-0.952	0.323	4.01635e-014	0.01101	0.43	0.000239128	0.82	3	0.212006	0.212006	0.332224	0.332224	0	370	429	0	3	74	0.0412553	5.97819e-005	3	1	0	0
27608	1.38703	0.048546	-0.338	0.717	9.24685e-015	0.03801	0.78	0.00765117	0.51	3	0.0488102	0.0488102	0.370987	0.370987	0	67000	430	0	5	13400	0.0134986	0.00191279	1	6	0	0
10144	3.95671	0.138485	914	0.544	2.6378e-014	0.04101	0.56	0.000296164	0.77	3	0.139239	0.139239	0.227124	0.227124	0	510	431	0	7	102	0.0484355	7.40411e-005	4	3	0	0
25533	6.40285	0.2241	379	0.252	4.26857e-014	0.02301	0.7	0.000203283	0.47	1	0.22532	0.22532	0.342497	0.342497	1	290	432	0	3	58	0.036524	5.08208e-005	1	6	0	0
31249	0.686068	0.0240124	116	0.736	4.57379e-015	0.03601	0.59	0.298715	0.71	1	0.0241431	0.0241431	0.165688	0.165688	0	2.2e+006	433	0	3	440000	0.666863	0.0746788	4	5	0	0
19868	2.10884	0.0738095	-0.64	0.291	1.4059e-014	0.00801	0.62	0.00612607	0.71	1	0.0742114	0.0742114	0.21364	0.21364	0	48000	434	0	1	9600	0.469894	0.00153152	4	1	0	0
21974	2.23153	0.0781037	90	0.464	1.48769e-014	0.03701	0.9	0.00215311	0.69	2	0.0785289	0.0785289	0.185817	0.185817	0	10000	435	0	5	2000	0.214476	0.000538278	4	7	0	0
19053	2.98236	0.104382	-0.261	0.462	1.98824e-014	0.00901	0.85	0.00243136	0.8	2	0.104951	0.104951	0.254062	0.254062	0	12000	436	0	1	2400	0.234947	0.000607839	1	1	0	0
2607	0.638396	0.0223439	-0.686	0.578	4.25597e-015	0.00401	0.51	0.491525	0.33	4	0.0224655	0.0224655	0.304515	0.304515	0	4.1e+006	437	0	2	820000	0.0816617	0.122881	3	5	0	0
8234	0.563732	0.0197306	-0.166	0.648	3.75821e-015	0.00901	0.49	0.954599	0.86	3	0.019838	0.019838	0.227414	0.227414	0	9.4e+006	438	0	1	1.88e+006	0.365982	0.23865	3	6	0	0
16775	7.31968	0.256189	-0.312	0.626	4.87979e-014	0.00101	0.84	0.000276478	0.95	3	0.257583	0.257583	0.414782	0.414782	0	460	439	0	0	92	0.046	6.91196e-005	1	4	0	0
13800	2.94934	0.103227	345	0.906	1.96623e-014	0.01401	0.9	0.00200708	0.43	1	0.103789	0.103789	0.242376	0.242376	0	9000	440	0	2	1800	0.20347	0.00050177	4	7	0	0
4942	6.77722	0.237203	-0.041	0.539	4.51815e-014	0.02601	0.44	0.000272457	0.23	1	0.238494	0.238494	0.382989	0.382989	0	450	441	0	1	90	0.0454973	6.81143e-005	3	1	0	0
8209	2.31469	0.081014	917	0.929	1.54312e-014	0.00401	0.37	0.00595472	0.85	1	0.0814551	0.0814551	0.233249	0.233249	0	46000	442	0	0	9200	0.46	0.00148868	1	6	0	0
4836	6.54221	0.228977	980	0.303	4.36148e-014	0.02101	0.8	0.00015335	0.06	3	0.230224	0.230224	0.331934	0.331934	1	190	443	0	4	38	0.0295635	3.83375e-005	4	6	0	0
13531	2.02016	0.0707057	399	0.228	1.34677e-014	0.04801	0.36	0.00686962	0.32	3	0.0710906	0.0710906	0.384434	0.384434	0	57000	444	0	1	11400	0.0448169	0.00171741	2	2	0	0
1199	7.21365	0.252478	-0.889	0.443	4.8091e-014	0.01201	0.66	0.000147921	0.7	3	0.253852	0.253852	0.363536	0.363536	1	180	445	0	3	36	0.028775	3.69804e-005	1	4	0	0
22796	4.50885	0.15781	-0.234	0.279	3.0059e-014	0.02201	0.41	0.000330052	0.04	2	0.158669	0.158669	0.26413	0.26413	0	600	446	0	5	120	0.0525357	8.2513e-005	4	5	0	0
510	4.85124	0.169793	-0.738	0.815	3.23416e-014	0.01201	0.45	0.000426048	0.61	2	0.170718	0.170718	0.298123	0.298123	1	880	447	0	3	176	0.0636239	0.000106512	4	4	0	0
13865	0.556508	0.0194778	552	0.812	3.71005e-015	0.00801	0.52	0.762651	0.66	3	0.0195838	0.0195838	0.0809411	0.0809411	0	7.1e+006	448	0	2	1.42e+006	16.3598	0.190663	1	7	0	0
26473	6.07496	0.212624	-0.841	0.484	4.04998e-014	0.01601	0.68	0.000292281	0.21	2	0.213781	0.213781	0.347855	0.347855	1	500	449	0	2	100	0.0479583	7.30702e-005	3	3	0	0
4005	1.69759	0.0594156	-0.19	0.579	1.13173e-014	0.00801	0.51	0.00875417	0.65	4	0.0597391	0.0597391	0.0940401	0.0940401	0	82000	450	0	2	16400	8.97847	0.00218854	1	7	0	0
17347	3.26399	0.11424	-0.677	0.735	2.17599e-014	0.01601	0.43	0.00153173	0.7	1	0.114861	0.114861	0.254977	0.254977	0	6000	451	0	2	1200	0.166132	0.000382933	3	2	0	0
14096	2.03828	0.0713399	-0.798	0.695	1.35885e-014	0.00401	0.86	0.00670799	0.46	4	0.0717282	0.0717282	0.210035	0.210035	0	55000	452	0	1	11000	0.502991	0.001677	1	3	0	0
30431	0.610472	0.0213665	-0.213	0.371	4.06981e-015	0.02601	0.46	0.146121	0.66	1	0.0214828	0.0214828	0.220282	0.220282	0	900000	453	0	7	180000	0.0547395	0.0365303	1	7	0	0
5726	3.03748	0.106312	-0.324	0.419	2.02499e-014	0.03901	0.43	0.00185552	0.42	1	0.106891	0.106891	0.24597	0.24597	0	8000	454	0	2	1600	0.191833	0.000463881	4	7	0	0
27008	7.38019	0.258307	528	0.371	4.92012e-014	0.04901	0.51	0.00021707	0.44	2	0.259713	0.259713	0.399663	0.399663	1	320	455	0	1	64	0.0383667	5.42675e-005	3	2	0	0
26381	1.40626	0.0492191	-0.223	0.329	9.37507e-015	0.03001	0.87	0.00924549	0.64	1	0.049487	0.049487	0.403802	0.403802	0	89000	456	0	4	17800	0.0134986	0.00231137	4	3	0	0
6197	5.81548	0.203542	-0.862	0.951	3.87698e-014	0.04901	0.37	0.000409755	0.72	4	0.20465	0.20465	0.354775	0.354775	1	830	457	0	1	166	0.06179	0.000102439	1	5	0	0
18284	0.433016	0.0151556	-0.748	0.729	2.88678e-015	0.01301	0.93	0.995009	0.99	3	0.0152381	0.0152381	0.244918	0.244918	0	9.9e+006	458	0	4	1.98e+006	0.0997418	0.248752	1	3	0	0
26969	0.722439	0.0252854	31	0.283	4.81626e-015	0.01601	0.93	0.33088	0.13	4	0.025423	0.025423	0.155046	0.155046	0	2.5e+006	459	0	2	500000	1.2151	0.0827201	4	3	0	0
3000	1.21799	0.0426297	-0.118	0.673	8.11993e-015	0.02101	0.93	0.105643	0.88	2	0.0428617	0.0428617	0.368436	0.368436	0	600000	460	0	0	120000	0.0738906	0.0264107	1	2	0	0
30115	1.29332	0.0452663	897	0.385	8.62216e-015	0.04901	0.42	0.00734357	0.42	4	0.0455128	0.0455128	0.0606932	0.0606932	0	63000	461	0	6	12600	13.3943	0.00183589	3	7	0	0
2080	6.18196	0.216369	-0.801	0.416	4.12131e-014	0.03301	0.52	0.000348141	0.45	1	0.217547	0.217547	0.365783	0.365783	1	650	462	0	1	130	0.0546809	8.70352e-005	4	7	0	0
19222	2.42793	0.0849774	-0.218	0.882	1.61862e-014	0.00501	0.62	0.00524264	0.14	1	0.0854401	0.0854401	0.238886	0.238886	0	38000	463	0	0	7600	0.418091	0.00131066	2	5	0	0
1864	0.757995	0.0265298	97	0.823	5.0533e-015	0.03901	0.83	0.481911	0.28	3	0.0266743	0.0266743	0.377763	0.377763	0	4e+006	464	0	0	800000	0.0668589	0.120478	1	7	0	0
9536	0.478467	0.0167464	646	0.467	3.18978e-015	0.01401	0.67	0.946467	0.57	4	0.0168375	0.0168375	0.108322	0.108322	0	9.3e+006	465	0	3	1.86e+006	3.65037	0.236617	4	7	0	0
3372	1.2014	0.0420491	-0.229	0.388	8.00935e-015	0.02401	0.99	0.00710857	0.12	1	0.042278	0.042278	0.104054	0.104054	0	60000	466	0	7	12000	1.09947	0.00177714	4	6	0	0
6302	0.435403	0.0152391	-0.927	0.601	2.90269e-015	0.02701	0.8	0.745415	0.32	1	0.0153221	0.0153221	0.0892256	0.0892256	0	6.9e+006	467	0	5	1.38e+006	4.03429	0.186354	4	1	0	0
14031	5.86204	0.205171	-0.589	0.927	3.90803e-014	0.01001	0.58	0.00016393	0.87	2	0.206288	0.206288	0.301168	0.301168	0	210	468	0	5	42	0.0310805	4.09825e-005	2	6	0	0
22237	0.699988	0.0244996	-0.423	0.382	4.66659e-015	0.04601	0.86	0.62174	0.74	3	0.024633	0.024633	0.187592	0.187592	0	5.5e+006	469	0	0	1.1e+006	1.09947	0.155435	4	4	0	0
30042	0.442235	0.0154782	-0.631	0.327	2.94823e-015	0.00401	0.48	0.930148	0.47	3	0.0155625	0.0155625	0.0878759	0.0878759	0	9.1e+006	470	0	4	1.82e+006	6.01845	0.232537	3	3	0	0
8642	5.26151	0.184153	121	0.505	3.50767e-014	0.03201	0.44	0.000174178	0.26	3	0.185155	0.185155	0.273407	0.273407	1	230	471	0	6	46	0.0325269	4.35446e-005	1	1	0	0
23984	1.47738	0.0517083	-0.881	0.984	9.84919e-015	0.03101	0.59	0.00515027	0.94	4	0.0519898	0.0519898	0.144877	0.144877	0	37000	472	0	6	7400	0.412553	0.00128757	2	4	0	0
392	2.17505	0.0761266	-0.205	0.263	1.45003e-014	0.00101	0.51	0.00702937	0.31	3	0.0765411	0.0765411	0.368436	0.368436	0	59000	473	0	0	11800	0.0738906	0.00175734	4	1	0	0
30753	4.55645	0.159476	-0.232	0.888	3.03763e-014	0.01501	0.38	0.000203283	0.89	4	0.160344	0.160344	0.24373	0.24373	0	290	474	0	7	58	0.036524	5.08208e-005	4	5	0	0
5138	2.11493	0.0740225	-0.05	0.325	1.40995e-014	0.03601	0.37	0.00757486	0.41	3	0.0744255	0.0744255	0.333375	0.333375	0	66000	475	0	0	13200	0.110232	0.00189372	1	4	0	0
25671	0.471047	0.0164866	-0.073	0.865	3.14031e-015	0.03801	0.84	0.995009	0.62	2	0.0165764	0.0165764	0.122745	0.122745	0	9.9e+006	476	0	3	1.98e+006	2.21406	0.248752	1	3	0	0
14190	5.01559	0.175546	-0.609	0.628	3.34373e-014	0.03401	0.37	0.000311453	0.33	4	0.176501	0.176501	0.290637	0.290637	0	550	477	0	4	110	0.0502991	7.78632e-005	2	4	0	0
10641	2.03828	0.0713399	-0.602	0.305	1.35885e-014	0.04701	0.78	0.00670799	0.15	1	0.0717282	0.0717282	0.210035	0.210035	0	55000	478	0	1	11000	0.502991	0.001677	1	6	0	0
3542	1.36229	0.0476803	-0.854	0.694	9.08195e-015	0.02501	0.71	0.00802721	0.7	1	0.0479398	0.0479398	0.335683	0.335683	0	72000	479	0	5	14400	0.0201375	0.0020068	3	2	0	0
29198	1.8072	0.0632522	-0.005	0.393	1.2048e-014	0.04801	0.6	0.00924549	0.44	1	0.0635965	0.0635965	0.107423	0.107423	0	89000	480	0	1	17800	7.35095	0.00231137	4	2	0	0
23407	0.44984	0.0157444	-0.758	0.776	2.99894e-015	0.00701	0.99	0.880753	0.88	3	0.0158301	0.0158301	0.205598	0.205598	0	8.5e+006	481	0	4	1.7e+006	0.200855	0.220188	2	7	0	0
11655	1.91822	0.0671376	-0.777	0.654	1.27881e-014	0.00401	0.51	0.00505706	0.08	3	0.067503	0.067503	0.187464	0.187464	0	36000	482	0	3	7200	0.40694	0.00126426	3	6	0	0
459	0.630692	0.0220742	902	0.912	4.20461e-015	0.04801	0.55	0.666561	0.52	1	0.0221944	0.0221944	0.118721	0.118721	0	6e+006	483	0	1	1.2e+006	4.92749	0.16664	4	2	0	0
4955	2.00937	0.070328	-0.614	0.991	1.33958e-014	0.02801	0.66	0.00868286	0.27	4	0.0707109	0.0707109	0.563556	0.563556	0	81000	484	0	0	16200	0.0134986	0.00217071	4	2	0	0
24245	3.72045	0.130216	32	0.869	2.4803e-014	0.03701	0.39	0.000438862	0.28	4	0.130925	0.130925	0.229907	0.229907	0	920	485	0	6	184	0.0650538	0.000109715	1	5	0	0
18921	0.436995	0.0152948	741	0.593	2.9133e-015	0.01901	0.4	0.73676	0.67	1	0.0153781	0.0153781	0.344181	0.344181	0	6.8e+006	486	0	5	1.36e+006	0.0182212	0.18419	3	6	0	0
6795	1.2597	0.0440896	489	0.255	8.39801e-015	0.01701	0.93	0.00787787	0.98	3	0.0443296	0.0443296	0.278894	0.278894	0	70000	487	0	6	14000	0.0300417	0.00196947	1	2	0	0
21221	1.18299	0.0414047	-0.653	0.924	7.88661e-015	0.00601	0.5	0.00931461	0.92	2	0.0416301	0.0416301	0.0687744	0.0687744	0	90000	488	0	6	18000	8.12406	0.00232865	1	5	0	0
7168	1.81206	0.063422	-0.557	0.477	1.20804e-014	0.03501	0.96	0.00375141	0	2	0.0637672	0.0637672	0.167444	0.167444	0	23000	489	0	5	4600	0.325269	0.000937852	4	5	0	0
29349	4.90799	0.171779	-0.587	0.975	3.27199e-014	0.02901	0.45	0.000413039	0.71	4	0.172715	0.172715	0.299862	0.299862	1	840	490	0	3	168	0.0621611	0.00010326	1	1	0	0
19466	1.08559	0.0379956	828	0.378	7.23726e-015	0.00301	0.58	0.00931461	0.34	2	0.0382025	0.0382025	0.16732	0.16732	0	90000	491	0	7	18000	0.164446	0.00232865	1	3	0	0
16607	1.39465	0.0488129	-0.237	0.905	9.29769e-015	0.03501	0.72	0.00945208	0.8	4	0.0490786	0.0490786	0.104682	0.104682	0	92000	492	0	4	18400	2.98867	0.00236302	3	5	0	0
7585	1.63627	0.0572695	887	0.92	1.09085e-014	0.01301	0.38	0.00965644	0.53	4	0.0575813	0.0575813	0.489665	0.489665	0	95000	493	0	2	19000	0.012214	0.00241411	4	6	0	0
19877	0.864455	0.0302559	363	0.416	5.76304e-015	0.03301	0.83	0.24304	0.98	4	0.0304207	0.0304207	0.0924597	0.0924597	0	1.7e+006	494	0	1	340000	13.3943	0.06076	1	7	0	0
24328	1.129	0.0395149	-0.012	0.277	7.52665e-015	0.01401	0.53	0.0606759	0.71	1	0.03973	0.03973	0.0822783	0.0822783	0	300000	495	0	3	60000	10.9663	0.015169	2	3	0	0
21621	2.73365	0.0956777	-0.828	0.288	1.82243e-014	0.04101	0.6	0.00306679	0.3	1	0.0961986	0.0961986	0.243238	0.243238	0	17000	496	0	1	3400	0.279643	0.000766697	3	6	0	0
7250	1.8072	0.0632522	-0.144	0.388	1.2048e-014	0.00301	0.56	0.00924549	0.79	3	0.0635965	0.0635965	0.559348	0.559348	0	89000	497	0	1	17800	0.01	0.00231137	2	3	0	0
2511	0.510841	0.0178795	146	0.361	3.40561e-015	0.03401	0.94	1.00304	0.96	1	0.0179768	0.0179768	0.180138	0.180138	0	1e+007	498	0	2	2e+006	0.666863	0.25076	2	6	0	0
21213	0.540149	0.0189052	-0.057	0.852	3.60099e-015	0.02201	0.88	0.839056	0.52	2	0.0190081	0.0190081	0.204123	0.204123	0	8e+006	499	0	2	1.6e+006	0.404473	0.209764	4	2	0	0
8198	3.90246	0.136586	-0.2	0.88	2.60164e-014	0.01401	0.48	0.000386382	0.77	3	0.13733	0.13733	0.235463	0.235463	0	760	500	0	6	152	0.059127	9.65955e-005	3	6	0	0
20702	0.7459	0.0261065	-0.054	0.337	4.97267e-015	0.01601	0.59	0.298715	1	4	0.0262486	0.0262486	0.231301	0.231301	0	2.2e+006	501	0	2	440000	0.245325	0.0746788	1	6	0	0
23248	0.455645	0.0159476	-0.342	0.538	3.03763e-015	0.04701	0.75	0.372595	1	4	0.0160344	0.0160344	0.0600338	0.0600338	0	2.9e+006	502	0	7	580000	9.92275	0.0931488	1	1	0	0
10444	0.382903	0.0134016	477	0.674	2.55269e-015	0.01001	0.36	0.855795	0.55	3	0.0134746	0.0134746	0.0509493	0.0509493	0	8.2e+006	503	0	6	1.64e+006	26.9728	0.213949	3	2	0	0
8900	3.8482	0.134687	-0.955	0.878	2.56547e-014	0.02201	0.49	0.000318957	0.03	3	0.13542	0.13542	0.223988	0.223988	1	570	504	0	7	114	0.0512055	7.97394e-005	2	3	0	0
18377	1.21163	0.042407	-0.849	0.822	8.07752e-015	0.01801	0.43	0.00694973	0.28	1	0.0426378	0.0426378	0.175899	0.175899	0	58000	505	0	7	11600	0.134637	0.00173743	2	5	0	0
1981	1.95102	0.0682857	-0.408	0.641	1.30068e-014	0.02701	0.78	0.0060407	0.25	1	0.0686574	0.0686574	0.197132	0.197132	0	47000	506	0	2	9400	0.464973	0.00151017	3	6	0	0
11283	0.520732	0.0182256	-0.163	0.751	3.47154e-015	0.04501	0.94	0.24304	0.58	4	0.0183248	0.0183248	0.0918272	0.0918272	0	1.7e+006	507	0	7	340000	1.81272	0.06076	4	5	0	0
27923	1.74172	0.0609602	566	0.668	1.16115e-014	0.00201	0.68	0.00817516	0.97	1	0.0612921	0.0612921	0.214588	0.214588	0	74000	508	0	2	14800	0.331155	0.00204379	2	6	0	0
11437	2.17899	0.0762647	-0.369	0.603	1.45266e-014	0.01001	0.95	0.00229435	1	1	0.0766799	0.0766799	0.183617	0.183617	0	11000	509	0	5	2200	0.224944	0.000573587	3	1	0	0
11184	6.40285	0.2241	-0.067	0.648	4.26857e-014	0.02201	0.68	0.000203283	0.63	1	0.22532	0.22532	0.342497	0.342497	0	290	510	0	3	58	0.036524	5.08208e-005	2	4	0	0
3426	1.25743	0.04401	-0.566	0.921	8.38287e-015	0.02001	0.99	0.00629506	0.26	3	0.0442496	0.0442496	0.128038	0.128038	0	50000	511	0	7	10000	0.479583	0.00157377	4	3	0	0
28321	1.19645	0.0418757	330	0.775	7.97632e-015	0.00601	0.52	0.00718733	0.97	2	0.0421037	0.0421037	0.106688	0.106688	0	61000	512	0	7	12200	0.994843	0.00179683	4	2	0	0
26911	5.96471	0.208765	-0.09	0.672	3.97647e-014	0.00701	0.59	0.000382986	0.04	2	0.209901	0.209901	0.359298	0.359298	0	750	513	0	1	150	0.0587367	9.57464e-005	3	2	0	0
21695	1.13347	0.0396714	-0.895	0.55	7.55645e-015	0.00901	0.41	0.132981	0.42	3	0.0398873	0.0398873	0.21795	0.21795	0	800000	514	0	0	160000	0.603403	0.0332453	2	5	0	0
